,pair_0,pair_1,min_dcor,p-value,condition
118,10,12,0.00063,0.42006,"('1', '2', '3', '5', '6', '7', '9', '11', '15')"
119,10,13,0.0,0.46865,"('2', '5', '6', '7', '12', '15')"
120,10,14,0.0,0.46605,"('5', '7', '11', '13')"
121,10,15,0.01359,0.20468,"('6', '12')"
122,10,16,0.00406,0.67083,"('6', '7', '9', '11', '13')"
123,10,17,0.0,0.49285,"('1', '2', '3', '5', '6', '7', '9', '11', '12', '13', '14', '15', '16', 'T')"
124,10,T,0.0,0.47155,"('2', '5', '6')"
125,11,12,0.07226,0.0277,"('1', '2', '3', '9', '10')"
126,11,13,0.00174,0.35846,"('3', '4', '9')"
127,11,14,0.0,0.48475,"('2', '3', '4', '5', '8', '10', '12', '15', 'T')"
128,11,15,0.00266,0.63134,"('3',)"
129,11,16,0.00175,0.60534,"('9', '10', '12', '13')"
130,11,17,0.00499,0.29377,"('2', '3', '4', '9', '10', '12', 'T')"
131,11,T,0.0,0.48115,"('3', '4', '5', '7', '9', '10', '12', '13', '14', '17')"
132,12,13,0.00627,0.70283,"('1', '2', '5', '10', '16', '17', 'T')"
133,12,14,0.00843,0.23458,"('3', '11', '15')"
134,12,15,0.00522,0.28037,"('1', '2', '5', '6', '10', '14', '16', '17')"
135,12,16,0.0,0.45275,"('3', '6', '7', '10', '13', '15', '17', 'T')"
136,12,17,0.00099,0.40346,"('1', '2', '3', '7', '9', '11', '15', 'T')"
137,12,T,0.0,0.46535,"('1', '2', '3', '7', '9', '10', '11', '13', '14', '15', '17')"
138,13,14,0.0,0.45565,"('2', '3', '5', '7', '8', '16', '17')"
139,13,15,0.00111,0.54795,"('2', '6', '10', '12', '16', '17')"
140,13,16,0.00044,0.52945,"('2', '5', '6', '8', '12', '15', 'T')"
141,13,17,0.0087,0.74043,"('2', '8', '10', '12', 'T')"
142,13,T,0.0,0.44506,"('2', '8', '9', '11', '14', '16')"
143,14,15,0.0,0.44996,"('4', '5', '7', '8', '10', '12', '16', 'T')"
144,14,16,0.0,0.43356,"('3', '7', '8', '10', '17')"
145,14,17,0.0,0.47015,"('2', '4', '6', '7', '8', '12', '13', '16', 'T')"
146,14,T,0.00169,0.31117,"('3', '4', '8', '11', '12', '17')"
147,15,16,0.01422,0.18408,"('2', '4', '5', '6', '12', 'T')"
148,15,17,0.00204,0.36016,"('2', '6', '9', '10', '12', '16', 'T')"
149,15,T,0.0,0.45405,"('4', '7', '9', '10', '11', '13', '14')"
150,16,17,0.0,0.50155,"('7', '9', '11')"
151,16,T,0.0,0.43776,"('1', '2', '3', '7', '10', '11', '14', '15', '17')"
152,17,T,0.03789,0.08659,"('1', '2', '3', '7', '9', '11')"
