,pair_0,pair_1,min_dcor,p-value,condition
24,2,10,0.01279,0.0023,"('1', '3', '4', '7', '9', '11', '12', '13', '14', '17', 'T')"
25,2,11,0.00211,0.06819,"('3', '5', '7', '9', '10', '12', '13', '14', '16', '17', 'T')"
26,2,12,0.00073,0.17468,"('7', '9', '10', '11', '16', '17', 'T')"
27,2,13,0.00048,0.19858,"('7', 'T')"
28,2,14,4e-05,0.36766,"('1', '7', '9', '10', '11', '13', '15', 'T')"
29,2,15,0.0,0.44466,"('3', '6', '8', '11', '12', '14')"
30,2,16,0.0,0.47235,"('1', '4', '5', '8', '13', '15', '17', 'T')"
31,2,17,0.0049,0.0154,"('1', '7', '9', '10', '11', '12', '13', 'T')"
32,2,T,0.03033,0.0003,"('3', '7', '9', '10', '11', '13')"
33,3,4,0.00068,0.19088,"('1', '2', '5', '9', '10', '11', '13', '16', 'T')"
34,3,5,0.00494,0.0134,"('2', '10', '11', '14', '16', '17', 'T')"
35,3,6,0.00033,0.25847,"('1', '2', '7', '10', '11', '13', '16', 'T')"
36,3,7,0.0003,0.25347,"('2', '5', '9', '10', '11', '13', '14', '16', '17', 'T')"
37,3,8,0.00202,0.07429,"('1', '2', '10', '11', '13', '16', '17', 'T')"
38,3,9,0.0,0.48385,"('5', '10', '15', '16', '17', 'T')"
39,3,10,0.00146,0.10469,"('1', '2', '5', '7', '11', '14', '16', '17', 'T')"
40,3,11,0.02862,0.0001,"('2', '5', '7', '10', '12', '13', '14', '16', '17', 'T')"
41,3,12,0.00028,0.27537,"('2', '10', '11', '15', '16', '17', 'T')"
42,3,13,0.00114,0.12999,"('2', '6', '7', '8', '11', '12', '14', '16', 'T')"
43,3,14,0.00127,0.11829,"('2', '5', '7', '10', '11', '13', '15', '17', 'T')"
44,3,15,0.00091,0.14769,"('6', '7', '11', '12', '14', '17', 'T')"
45,3,16,0.00599,0.0105,"('1', '7', '10', '11', '12', '13', 'T')"
46,3,17,0.01386,0.0002,"('1', '2', '5', '7', '9', '10', '11', '12', '13', '14', '16', 'T')"
47,3,T,0.01332,0.0009,"('2', '5', '7', '9', '10', '11', '12', '13', '14', '16', '17')"
48,4,5,0.0,0.47605,"('1', '2', '3', '9', '10', '11', 'T')"
49,4,6,0.00274,0.0468,"('1', '2', '7', '9', '10', '11', '13', '16', 'T')"
50,4,7,0.00015,0.32627,"('1', '2', '9', '10', '11', '13', '14', '16', '17', 'T')"
51,4,8,0.0,0.47275,"('1', '2', '3', '5', '7', '9', '11', '14', '16', '17', 'T')"
52,4,9,0.00416,0.02,"('1', '2', '5', '7', '10', '11', '13', '16', '17', 'T')"
53,4,10,0.00449,0.0189,"('1', '2', '7', '9', '11', '16', 'T')"
54,4,11,0.00183,0.07989,"('1', '2', '3', '5', '6', '9', '10', '12', '13', '14', '16', '17', 'T')"
55,4,12,0.0,0.48475,"('2', '5', '6', '7', '10', '11', '13', '16', '17')"
56,4,13,4e-05,0.54615,"('10',)"
57,4,14,4e-05,0.39196,"('1', '2', '5', '7', '9', '10', '11', '13', '15', 'T')"
58,4,15,0.0,0.46555,"('1', '2', '3', '5', '6', '8', '10', '12', '14', '16', '17', 'T')"
59,4,16,0.00139,0.10729,"('1', '3', '9', '10', '11', '13', 'T')"
60,4,17,0.00016,0.32957,"('1', '2', '7', '9', '10', '11', '16', 'T')"
61,4,T,0.00436,0.0188,"('1', '2', '3', '7', '9', '10', '11', '13', '16')"
62,5,6,0.0,0.45725,"('1', '14', '16')"
63,5,7,0.0,0.45745,"('1', '2', '3', '9', '11', '12', '13', '15', '16', 'T')"
64,5,8,0.0,0.46665,"('1', '3', '7', '11', 'T')"
65,5,9,0.0,0.48785,"('2', '3', '7', '10', '11', '16', '17', 'T')"
66,5,10,0.0,0.46145,"('2', '3', '7', '9', '11', '14', '17', 'T')"
67,5,11,0.00556,0.0143,"('2', '3', '10', '14', '16', '17', 'T')"
68,5,12,0.0,0.47565,"('3', '9', '14', '15', '17', 'T')"
69,5,13,7e-05,0.55904,"('10',)"
70,5,14,1e-05,0.41626,"('3', '7', '10', '11', '15', '17')"
71,5,15,0.0,0.45575,"('1', '2', '4', '9', '11', '13', '16')"
72,5,16,0.0,0.46745,"('2', '3', '9', '10', '11', '14', '15')"
73,5,17,0.00194,0.07379,"('1', '2', '3', '7', '9', '10', '11')"
74,5,T,5e-05,0.36866,"('2', '3', '9', '10', '11')"
75,6,7,0.00145,0.10059,"('1', '2', '9', '10', '11', '13', 'T')"
76,6,8,0.00037,0.23638,"('1', '2', '7', '9', '10', '11', '13', '16', 'T')"
77,6,9,0.00094,0.14749,"('1', '2', '7', '10', '11', 'T')"
78,6,10,2e-05,0.37886,"('1', '2', '7', '9', '11')"
79,6,11,0.00442,0.0276,"('1', '2', '3', '7', '9', '12', '13', '14', '16', 'T')"
80,6,12,0.0,0.45785,"('1', '2', '7', '9', '10', '11', '16', 'T')"
81,6,13,0.0009,0.14329,"('2', '7', 'T')"
82,6,14,0.0,0.45095,"('1', '2', '3', '7', '9', '11', '15')"
83,6,15,0.00102,0.13139,"('1', '2', '3', '7', '11', '14')"
