,pair_0,pair_1,min_dcor,p-value,condition
141,13,17,0.0,0.44736,"('1', '2', '3', '4', '6', '7', '11', '12', '14', '16')"
142,13,T,0.0,0.42826,"('1', '2', '5', '6', '10', '14')"
143,14,15,0.0,0.40086,"('4', '7', '9', '11', '12', 'T')"
144,14,16,0.0,0.48815,"('1', '3', '4', '5', '9', '11', '12')"
145,14,17,0.01134,0.16738,"('1', '4', '6', '10', '12', '13', '15')"
146,14,T,5e-05,0.46775,"('1', '4', '5', '6', '9', '10', '16')"
147,15,16,0.04353,0.9595,"('T',)"
148,15,17,0.0,0.44386,"('1', '2', '7', '11', '12', '13', 'T')"
149,15,T,0.15983,0.0067,"('7',)"
150,16,17,0.0,0.48935,"('7', '10', '13', '15', 'T')"
151,16,T,0.0008,0.57794,"('15',)"
152,17,T,0.0,0.45575,"('5', '6', '10', '11', '13', '14', '16')"
