,pair_0,pair_1,min_dcor,p-value,condition
133,12,14,0.00286,0.85941,"('1', '9', '10', '15', '16')"
134,12,15,0.00082,0.69043,"('1', '10', '13', '14')"
135,12,16,0.0,0.47855,"('1', '2', '3', '5', '6', '7', '8', '9', '10', '14', '17', 'T')"
136,12,17,0.0,0.47565,"('5', '7', '9', '10', '11', '14', '15', 'T')"
137,12,T,0.01172,0.0277,"('3', '4', '6', '7', '8', '11', '13')"
138,13,14,0.00132,0.75012,"('9', '12', '17')"
139,13,15,0.00476,0.09699,"('1', '2', '10', '11', 'T')"
140,13,16,0.00026,0.34287,"('1', '2', 'T')"
141,13,17,0.00187,0.80132,"('12', '14', '16')"
142,13,T,0.00985,0.0442,"('1', '7', '10', '11', '15', '16')"
143,14,15,0.00263,0.14879,"('2', '5', '8', '10', '13', '16', '17', 'T')"
144,14,16,0.00234,0.17408,"('1', '2', '4', '9', '15', '17')"
145,14,17,0.00743,0.05809,"('1', '2', '4', '8', '9', '10', '15', '16')"
146,14,T,0.0,0.45955,"('2', '7', '10', '11', '13')"
147,15,16,0.0,0.46025,"('1', '4', '6', '7', '9', '11', '12', '14')"
148,15,17,0.0,0.45965,"('3', '5', '10', '11', '13', 'T')"
149,15,T,0.00216,0.16668,"('1', '3', '5', '6', '8', '10', '11', '13', '14')"
150,16,17,0.0559,0.0001,"('1', '2', '3', '4', '7', '11', '14', 'T')"
151,16,T,0.0,0.47285,"('3', '4', '6', '7', '8', '10', '11', '12', '13', '14')"
152,17,T,0.00249,0.16618,"('1', '3', '4', '6', '7', '8', '10', '11', '12', '13', '14', '15', '16')"
