,pair_0,pair_1,min_dcor,p-value,condition
42,3,13,9e-05,0.33687,"('1', '4', '5', '7', '9', '10', '12', '14', '15', 'T')"
43,3,14,2e-05,0.52465,"('T',)"
44,3,15,0.00157,0.11389,"('1', '4', '5', '9', '10', '11', '16', 'T')"
45,3,16,0.00235,0.06869,"('1', '4', '5', '10', '11', '12', '15', 'T')"
46,3,17,0.0,0.48435,"('1', '2', '4', '7', '9', '10', '11', '12', '13', '14', '16', 'T')"
47,3,T,0.00589,0.0169,"('4', '9', '10', '11', '12', '16')"
48,4,5,0.0,0.47805,"('1', '2', '3', '11', '13', '14', '15', '16', 'T')"
49,4,6,3e-05,0.54265,"('5', '10', '12', '13', '15', '16')"
50,4,7,0.00293,0.05179,"('1', '2', '3', '9', '10', '11', '12', '13', '17', 'T')"
51,4,8,0.01006,0.0031,"('1', '2', '3', '5', '7', '10', '11', '12', '13', '17', 'T')"
52,4,9,0.00419,0.0322,"('1', '2', '3', '5', '7', '10', '11', '12', '15', '17', 'T')"
53,4,10,0.00348,0.0466,"('1', '2', '3', '7', '11', '12', '14', 'T')"
54,4,11,0.00339,0.044,"('1', '2', '3', '6', '8', '9', '10', '12', '15', '17', 'T')"
55,4,12,0.00108,0.16088,"('1', '2', '3', '7', '9', '10', '11', '16', '17', 'T')"
56,4,13,0.0,0.47545,"('3', '5', '7', '9', '10', '12', 'T')"
57,4,14,0.0,0.46755,"('2', '3', '6', '7', '13', '16', 'T')"
58,4,15,0.00042,0.24918,"('1', '2', '3', '9', '10', '11', '13', '16')"
59,4,16,6e-05,0.40476,"('1', '3', '5', '7', '10', '11', '12', 'T')"
60,4,17,0.00415,0.0307,"('1', '2', '3', '7', '8', '9', '10', '11', '12', '14', '15', 'T')"
61,4,T,0.00049,0.24448,"('1', '2', '3', '7', '9', '10', '11', '12', '16')"
62,5,6,1e-05,0.50465,"('7', '11', '12', '13', '17', 'T')"
63,5,7,0.0,0.49735,"('10', '12', '13', '17', 'T')"
64,5,8,0.00121,0.13979,"('1', '2', '4', '9', '11', '13', '14', '16')"
65,5,9,0.00366,0.0457,"('1', '2', '3', '7', '14', '15', '16')"
66,5,10,0.0,0.47025,"('7', '11', '12', '17', 'T')"
67,5,11,0.0,0.45985,"('4', '6', '7', '8', '10', '14', 'T')"
68,5,12,0.00075,0.80842,"('7', '10', '11', '13', '17', 'T')"
