,pair_0,pair_1,min_dcor,p-value,condition
141,13,17,0.0,0.40546,"('2', '10', '11', '12', '14', '15')"
142,13,T,0.0,0.43456,"('2', '3', '5', '12', '17')"
143,14,15,0.0,0.45365,"('2', '4', '6', '7', '10', '12', '13', 'T')"
144,14,16,0.0,0.46545,"('1', '7', '10', '11', '15', '17')"
145,14,17,0.0,0.46195,"('4', '7', '9', '10', '11', '12', 'T')"
146,14,T,0.0,0.46575,"('1', '8', '10', '12', '13', '17')"
147,15,16,0.00231,0.57284,"('1', '5', '6', '11', '13', 'T')"
148,15,17,0.0,0.46355,"('1', '9', '10', '12', '14')"
149,15,T,0.0,0.46985,"('3', '5', '6', '7', '10', '11', '16')"
150,16,17,0.0,0.48215,"('1', '2', '6', '8', '12', '13', 'T')"
151,16,T,0.0,0.45055,"('1', '2', '6', '7', '8', '9', '11', '13')"
152,17,T,0.0,0.47795,"('4', '5', '6', '7', '8', '9', '11', '12', '15')"
